"","Title","Journal","Year","text","Keywords","label"
"61","In Mobile We Trust: The Effects of Mobile Versus Nonmobile Reviews on Consumer Purchase Intentions","Journal of Marketing Research",2019,"In the context of user-generated content (UGC), mobile devices have made it easier for consumers to review products and services in a timely manner. In practice, some UGC sites indicate if a review was posted from a mobile device. For example, TripAdvisor uses a ?via mobile? label to denote reviews from mobile devices. However, the extent to which such information affects consumers is unknown. To address this gap, the authors use TripAdvisor data and five experiments to examine how mobile devices influence consumers? perceptions of online reviews and their purchase intentions. They find that knowing a review was posted from a mobile device can lead consumers to have higher purchase intentions. Interestingly, this is due to a process in which consumers assume mobile reviews are more physically effortful to craft and subsequently equate this greater perceived effort with the credibility of the review.","Text Mining",0
"62","P2V-MAP: Mapping Market Structures for Large Retail Assortments","Journal of Marketing Research",2019,"The authors propose a new, exploratory approach for analyzing market structures that leverages two recent methodological advances in natural language processing and machine learning. They customize a neural network language model to derive latent product attributes by analyzing the co-occurrences of products in shopping baskets. Applying dimensionality reduction to the latent attributes yields a two-dimensional product map. This method is well-suited to retailers because it relies on data that are readily available from their checkout systems and facilitates their analyses of cross-category product complementarity, in addition to within-category substitution. The approach has high usability because it is automated, is scalable and does not require a priori assumptions. Its results are easy to interpret and update as new market basket data are collected. The authors validate their approach both by conducting an extensive simulation study and by comparing their results with those of state-of-the-art, econometric methods for modeling product relationships. The application of this approach using data collected at a leading German grocery retailer underlines its usefulness and provides novel findings that are relevant to assortment-related decisions.","Text Mining",0
"63","Detecting, Preventing, and Mitigating Online Firestorms in Brand Communities","Journal of Marketing",2019,"Online firestorms pose severe threats to online brand communities. Any negative electronic word of mouth (eWOM) has the potential to become an online firestorm, yet not every post does, so finding ways to detect and respond to negative eWOM constitutes a critical managerial priority. The authors develop a comprehensive framework that integrates different drivers of negative eWOM and the response approaches that firms use to engage in and disengage from online conversations with complaining customers. A text-mining study of negative eWOM demonstrates distinct impacts of high- and low-arousal emotions, structural tie strength, and linguistic style match (between sender and brand community) on firestorm potential. The firm?s response must be tailored to the intensity of arousal in the negative eWOM to limit the virality of potential online firestorms. The impact of initiated firestorms can be mitigated by distinct firm responses over time, and the effectiveness of different disengagement approaches also varies with their timing. For managers, these insights provide guidance on how to detect and reduce the virality of online firestorms.","Text Mining",1
"64","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","Text Mining",0
"65","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","NLP",0
"66","The Relative Effects of Business-to-Business (vs. Business-to-Consumer) Service Innovations on Firm Value and Firm Risk: An Empirical Analysis","Journal of Marketing",2019,"Many firms introduce both business-to-business service innovations (B2B-SIs) and business-to-consumer service innovations (B2C-SIs) and need to better allocate their resources. However, they are unsure about B2B-SIs? effects on firm value or risk, especially relative to those of B2C-SIs. The authors address this problem by developing hypotheses that relate the number of B2B-SIs and B2C-SIs to firm value and firm risk together with the moderators (the number of product innovations and customer-focus innovations). To test the hypotheses, the authors develop and estimate a model using unique panel data of 2,263 SIs across 15 industries over eight years assembled from multiple data sources and controlling for firm- and market-specific factors, heterogeneity, and endogeneity. They analyze innovation announcements using natural language processing. The results show that B2B-SIs have a positive effect on firm value and an insignificant influence on firm risk. Importantly, the effect of a B2B-SI on firm value is significantly greater than that of a B2C-SI. Unlike B2C-SIs, the effect of B2B-SIs on firm value is greater when the firm has more product innovations. Surprisingly, unlike B2C-SIs, the effect of B2B-SIs on firm value is less positive when the SIs emphasize customers. These findings offer important insights about the relative value of B2B-SIs.","NLP",1
"67","P2V-MAP: Mapping Market Structures for Large Retail Assortments","Journal of Marketing Research",2019,"The authors propose a new, exploratory approach for analyzing market structures that leverages two recent methodological advances in natural language processing and machine learning. They customize a neural network language model to derive latent product attributes by analyzing the co-occurrences of products in shopping baskets. Applying dimensionality reduction to the latent attributes yields a two-dimensional product map. This method is well-suited to retailers because it relies on data that are readily available from their checkout systems and facilitates their analyses of cross-category product complementarity, in addition to within-category substitution. The approach has high usability because it is automated, is scalable and does not require a priori assumptions. Its results are easy to interpret and update as new market basket data are collected. The authors validate their approach both by conducting an extensive simulation study and by comparing their results with those of state-of-the-art, econometric methods for modeling product relationships. The application of this approach using data collected at a leading German grocery retailer underlines its usefulness and provides novel findings that are relevant to assortment-related decisions.","NLP",0
"68","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","NLP",0
"69","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","UGC",0
"70","The Role of Marketer-Generated Content in Customer Engagement Marketing","Journal of Marketing",2019,"Despite the demonstrated importance of customer sentiment in social media for outcomes such as purchase behavior and of firms? increasing use of customer engagement initiatives, surprisingly few studies have investigated firms? ability to influence the sentiment of customers? digital engagement. Many firms track buyers? offline interactions, design online content to coincide with customers? experiences, and face varied performance during events, enabling the modification of marketer-generated content to correspond to the event outcomes. This study examines the role of firms? social media engagement initiatives surrounding customers? experiential interaction events in influencing the sentiment of customers? digital engagement. Results indicate that marketers can influence the sentiment of customers? digital engagement beyond their performance during customers? interactions, and for unfavorable event outcomes, informational marketer-generated content, more so than emotional content, can enhance customer sentiment. This study also highlights sentiment?s role as a leading indicator for customer lifetime value.","UGC",1
"71","In Mobile We Trust: The Effects of Mobile Versus Nonmobile Reviews on Consumer Purchase Intentions","Journal of Marketing Research",2019,"In the context of user-generated content (UGC), mobile devices have made it easier for consumers to review products and services in a timely manner. In practice, some UGC sites indicate if a review was posted from a mobile device. For example, TripAdvisor uses a ?via mobile? label to denote reviews from mobile devices. However, the extent to which such information affects consumers is unknown. To address this gap, the authors use TripAdvisor data and five experiments to examine how mobile devices influence consumers? perceptions of online reviews and their purchase intentions. They find that knowing a review was posted from a mobile device can lead consumers to have higher purchase intentions. Interestingly, this is due to a process in which consumers assume mobile reviews are more physically effortful to craft and subsequently equate this greater perceived effort with the credibility of the review.","UGC",0
"72","Successfully Communicating a Cocreated Innovation","Journal of Marketing",2019,"Despite the growing popularity of cocreation approaches to innovation, the bottom-line results of these efforts continue to frustrate many firms. Marketing communications are one important tool in stimulating consumer adoption, yet marketers to date have not taken advantage of a unique phenomenon associated with many cocreated innovations: the presence of a genesis story in the words of the creator, which can be combined in different ways with traditional marketing messaging. Using mixed methods, the authors demonstrate a crossover effect in which a ?mismatch? of the fundamental motivations behind authentic creation narratives and traditional persuasive messages enhances adoption of the cocreated innovation. This effect is mediated by potential adopters? self-referencing of their own stories about similar experiences or consumption episodes. Furthermore, the effect of a motivation mismatch strategy is attenuated for expert consumers. Finally, this motivation mismatch strategy triggers ?takeoff? of cocreated innovations. This research offers substantial implications for research on cocreated innovation, narrative persuasion, and firm-generated and user-generated communication. It provides managers specific guidance on enhancing the success of cocreation programs through an integrated communications strategy.","UGC",1
"73","Selectively Emotional: How Smartphone Use Changes User-Generated Content","Journal of Marketing Research",2019,"User-generated content has become ubiquitous and very influential in the marketplace. Increasingly, this content is generated on smartphones rather than personal computers (PCs). This article argues that because of its physically constrained nature, smartphone (vs. PC) use leads consumers to generate briefer content, which encourages them to focus on the overall gist of their experiences. This focus on gist, in turn, tends to manifest as reviews that emphasize the emotional aspects of an experience in lieu of more specific details. Across five studies?two field studies and three controlled experiments?the authors use natural language processing tools and human assessments to analyze the linguistic characteristics of user-generated content. The findings support the thesis that smartphone use results in the creation of content that is less specific and privileges affect?especially positive affect?relative to PC-generated content. The findings also show that differences in emotional content are driven by the tendency to generate briefer content on smartphones rather than user self-selection, differences in topical content, or timing of writing. Implications for research and practice are discussed.","UGC",0
"74","When Posting About Products on Social Media Backfires: The Negative Effects of Consumer Identity Signaling on Product Interest","Journal of Marketing Research",2019,"Consumers frequently express themselves by posting about products on social media. Because consumers can use physical products to signal their identities, posting about products on social media may be a way for consumers to virtually signal identity. The authors propose that there are conditions in which this action can paradoxically reduce a consumer?s subsequent purchase intentions. Five experiments demonstrate that posting products on social media that are framed as being identity-relevant can reduce a consumer?s subsequent purchase intentions for the same and similar products, as this action allows consumers to virtually signal their identity, fulfilling identity-signaling needs. Fortunately for retailers, the authors suggest theoretically and managerially relevant moderators that attenuate this negative effect on intent to purchase. These findings have important implications for how firms can conduct social media marketing to minimize negative purchase outcomes.","UGC",0
"75","The Relative Effects of Business-to-Business (vs. Business-to-Consumer) Service Innovations on Firm Value and Firm Risk: An Empirical Analysis","Journal of Marketing",2019,"Many firms introduce both business-to-business service innovations (B2B-SIs) and business-to-consumer service innovations (B2C-SIs) and need to better allocate their resources. However, they are unsure about B2B-SIs? effects on firm value or risk, especially relative to those of B2C-SIs. The authors address this problem by developing hypotheses that relate the number of B2B-SIs and B2C-SIs to firm value and firm risk together with the moderators (the number of product innovations and customer-focus innovations). To test the hypotheses, the authors develop and estimate a model using unique panel data of 2,263 SIs across 15 industries over eight years assembled from multiple data sources and controlling for firm- and market-specific factors, heterogeneity, and endogeneity. They analyze innovation announcements using natural language processing. The results show that B2B-SIs have a positive effect on firm value and an insignificant influence on firm risk. Importantly, the effect of a B2B-SI on firm value is significantly greater than that of a B2C-SI. Unlike B2C-SIs, the effect of B2B-SIs on firm value is greater when the firm has more product innovations. Surprisingly, unlike B2C-SIs, the effect of B2B-SIs on firm value is less positive when the SIs emphasize customers. These findings offer important insights about the relative value of B2B-SIs.","topic model",1
"76","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","topic model",0
"77","When Words Sweat: Identifying Signals for Loan Default in the Text of Loan Applications","Journal of Marketing Research",2019,"The authors present empirical evidence that borrowers, consciously or not, leave traces of their intentions, circumstances, and personality traits in the text they write when applying for a loan. This textual information has a substantial and significant ability to predict whether borrowers will pay back the loan above and beyond the financial and demographic variables commonly used in models predicting default. The authors use text-mining and machine learning tools to automatically process and analyze the raw text in over 120,000 loan requests from Prosper, an online crowdfunding platform. Including in the predictive model the textual information in the loan significantly helps predict loan default and can have substantial financial implications. The authors find that loan requests written by defaulting borrowers are more likely to include words related to their family, mentions of God, the borrower?s financial and general hardship, pleading lenders for help, and short-term-focused words. The authors further observe that defaulting loan requests are written in a manner consistent with the writing styles of extroverts and liars.","computational linguistics",0
"78","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","computational linguistics",0
"79","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","computational linguistics",0
"80","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","user-generated-content",0
"81","The Role of Marketer-Generated Content in Customer Engagement Marketing","Journal of Marketing",2019,"Despite the demonstrated importance of customer sentiment in social media for outcomes such as purchase behavior and of firms? increasing use of customer engagement initiatives, surprisingly few studies have investigated firms? ability to influence the sentiment of customers? digital engagement. Many firms track buyers? offline interactions, design online content to coincide with customers? experiences, and face varied performance during events, enabling the modification of marketer-generated content to correspond to the event outcomes. This study examines the role of firms? social media engagement initiatives surrounding customers? experiential interaction events in influencing the sentiment of customers? digital engagement. Results indicate that marketers can influence the sentiment of customers? digital engagement beyond their performance during customers? interactions, and for unfavorable event outcomes, informational marketer-generated content, more so than emotional content, can enhance customer sentiment. This study also highlights sentiment?s role as a leading indicator for customer lifetime value.","user-generated-content",1
"82","What Drives Herding Behavior in Online Ratings? The Role of Rater Experience, Product Portfolio, and Diverging Opinions","Journal of Marketing",2019,"Consumers? postpurchase evaluations have received much attention due to the strong link between ratings and sales. However, less is known about how herding effects from reference groups (i.e., crowd and friends) unfold in online ratings. This research examines the role of divergent opinions, rater experience, and firm product portfolio in attenuating/amplifying herding influences in online rating environments. Applying robust econometric techniques on data from a community of board gamers, we find that herding effects are significant and recommend a more nuanced view of herding. Highlighting the role of rater experience, the positive influence of the crowd is weakened and friend influences are amplified as the rater gains experience. Furthermore, divergent opinions between reference groups create herding and differentiation depending on the reference group and the rater?s experience level. Finally, firms can influence online opinion through their product portfolio in profound ways. A broad and deep product portfolio not only leads to favorable quality inferences but also attenuates social influence. Implications for online reputation management, rating system design, and firm product strategy are discussed.","user-generated-content",1
"83","In Mobile We Trust: The Effects of Mobile Versus Nonmobile Reviews on Consumer Purchase Intentions","Journal of Marketing Research",2019,"In the context of user-generated content (UGC), mobile devices have made it easier for consumers to review products and services in a timely manner. In practice, some UGC sites indicate if a review was posted from a mobile device. For example, TripAdvisor uses a ?via mobile? label to denote reviews from mobile devices. However, the extent to which such information affects consumers is unknown. To address this gap, the authors use TripAdvisor data and five experiments to examine how mobile devices influence consumers? perceptions of online reviews and their purchase intentions. They find that knowing a review was posted from a mobile device can lead consumers to have higher purchase intentions. Interestingly, this is due to a process in which consumers assume mobile reviews are more physically effortful to craft and subsequently equate this greater perceived effort with the credibility of the review.","user-generated-content",0
"84","Successfully Communicating a Cocreated Innovation","Journal of Marketing",2019,"Despite the growing popularity of cocreation approaches to innovation, the bottom-line results of these efforts continue to frustrate many firms. Marketing communications are one important tool in stimulating consumer adoption, yet marketers to date have not taken advantage of a unique phenomenon associated with many cocreated innovations: the presence of a genesis story in the words of the creator, which can be combined in different ways with traditional marketing messaging. Using mixed methods, the authors demonstrate a crossover effect in which a ?mismatch? of the fundamental motivations behind authentic creation narratives and traditional persuasive messages enhances adoption of the cocreated innovation. This effect is mediated by potential adopters? self-referencing of their own stories about similar experiences or consumption episodes. Furthermore, the effect of a motivation mismatch strategy is attenuated for expert consumers. Finally, this motivation mismatch strategy triggers ?takeoff? of cocreated innovations. This research offers substantial implications for research on cocreated innovation, narrative persuasion, and firm-generated and user-generated communication. It provides managers specific guidance on enhancing the success of cocreation programs through an integrated communications strategy.","user-generated-content",1
"85","Can Advertising Investments Counter the Negative Impact of Shareholder Complaints on Firm Value?","Journal of Marketing",2019,"Shareholder complaints put pressure on publicly listed firms, yet firms rarely directly address the actual issues raised in these complaints. The authors examine whether firms respond in an alternative way by altering advertising investments in an effort to ward off the financial damage associated with shareholder complaints. By analyzing a unique data set of shareholder complaints submitted to S&P 1500 firms between 2001 and 2016, supplemented with qualitative interviews of executives of publicly listed firms, the authors document that firms increase advertising investments following shareholder complaints and that such an advertising investment response mitigates a postcomplaint decline in firm value. Furthermore, results suggest that firms are more likely to increase advertising investments when shareholder complaints are submitted by institutional investors, pertain to nonfinancial concerns, and relate to topics that receive high media attention. The findings provide new insights on how firms address stock market adversities with advertising investments and inform managers about the effectiveness of such a response.","user-generated-content",1
"86","Climb or Jump: Status-Based Seeding in User-Generated Content Networks","Journal of Marketing Research",2019,"This article addresses seeding policies in user-generated content networks by challenging the role of influencers in a setting of unpaid endorsements. On such platforms, the content is generated by individuals and firms interested in self-promotion. The authors use data from a worldwide leading music platform to study unknown music creators who aim to increase exposure of their content by expanding their follower base through directing outbound activities to other users. The authors find that the responsiveness of seeding targets strongly declines with status difference; thus, unknown music creators (the majority) do not generally benefit at all from seeding influencers. Instead, they should gradually build their status by targeting low-status users rather than attempt to ?jump? by targeting high-status ones. This research extends the seeding literature by introducing the concept of risk to dissemination dynamics in online communications, showing that unknown music creators do not seed specific status levels but rather choose a portfolio of seeding targets while solving a risk versus return trade-off. The authors discuss various managerial implications for optimal seeding in user-generated content networks.","user-generated-content",0
"87","Selectively Emotional: How Smartphone Use Changes User-Generated Content","Journal of Marketing Research",2019,"User-generated content has become ubiquitous and very influential in the marketplace. Increasingly, this content is generated on smartphones rather than personal computers (PCs). This article argues that because of its physically constrained nature, smartphone (vs. PC) use leads consumers to generate briefer content, which encourages them to focus on the overall gist of their experiences. This focus on gist, in turn, tends to manifest as reviews that emphasize the emotional aspects of an experience in lieu of more specific details. Across five studies?two field studies and three controlled experiments?the authors use natural language processing tools and human assessments to analyze the linguistic characteristics of user-generated content. The findings support the thesis that smartphone use results in the creation of content that is less specific and privileges affect?especially positive affect?relative to PC-generated content. The findings also show that differences in emotional content are driven by the tendency to generate briefer content on smartphones rather than user self-selection, differences in topical content, or timing of writing. Implications for research and practice are discussed.","user-generated-content",0
"88","When Posting About Products on Social Media Backfires: The Negative Effects of Consumer Identity Signaling on Product Interest","Journal of Marketing Research",2019,"Consumers frequently express themselves by posting about products on social media. Because consumers can use physical products to signal their identities, posting about products on social media may be a way for consumers to virtually signal identity. The authors propose that there are conditions in which this action can paradoxically reduce a consumer?s subsequent purchase intentions. Five experiments demonstrate that posting products on social media that are framed as being identity-relevant can reduce a consumer?s subsequent purchase intentions for the same and similar products, as this action allows consumers to virtually signal their identity, fulfilling identity-signaling needs. Fortunately for retailers, the authors suggest theoretically and managerially relevant moderators that attenuate this negative effect on intent to purchase. These findings have important implications for how firms can conduct social media marketing to minimize negative purchase outcomes.","user-generated-content",0
"89","Serial Position Effects on Native Advertising Effectiveness: Differential Results Across Publisher and Advertiser Metrics","Journal of Marketing",2019,"The advertising industry has recently witnessed proliferation in native ads, which are inserted into a web stream (e.g., a list of news articles or social media posts) and look like the surrounding nonsponsored contents. This study is among the first to examine native ads and unveil how their effectiveness changes across serial positions by analyzing a large-scale data set with 120 ads. For each ad, the authors use separate ?natural experiment? studies to compare the ad?s performance as its serial position varies. Subsequently, they conduct a meta-analysis to generalize the results across all studies. The results reveal vastly asymmetric effects of native ad serial position on publishers? metrics (click-based) versus advertisers? metrics (conversion-based). As serial position lowers (i.e., from rank 1 to a lower rank), there are only modest changes in publishers? metrics, but drastic reductions in advertisers?. This pattern is unique to native ads and has not been indicated by prior research on ad serial position. Moreover, the authors show the moderating effects of audience gender and age. The findings provide new and timely implications for researchers and marketers.","user-generated-content",1
"90","Paywalls: Monetizing Online Content","Journal of Marketing",2019,"In recent years, many news providers have begun monetizing online content through paywalls. While the premise behind paywalls is that the subscription revenue can be a new source of income, the externalities that might arise from this pricing change are unclear. The authors study two potential externalities of newspaper paywalls: (1) the effect of a paywall on the engagement of its online reader base and (2) the spillover effect on the print version of the newspaper. The engagement effect considers how the paywall altered the various engagement metrics among light and heavy readers of online news. The spillover effect is likely to arise if readers view print and online versions of a newspaper as substitutes, implying that increasing the price of the latter is likely to increase the demand for the former. Moreover, many newspaper paywalls offer bundles wherein print subscribers are provided free access to the online newspaper. Therefore, the value that a reader derives from the print subscription could be higher after the erection of the paywall. As a result, paywalls are likely to have a positive spillover effect on print subscription and, consequently, circulation. The authors document the sizes of the two externalities for the New York Times paywall and compare them with the direct subscription revenue generated. They comment on implications for newspapers and online content providers that are seeking mechanisms to monetize digital content.","user-generated-content",1
"91","Extracting Features of Entertainment Products: A Guided Latent Dirichlet Allocation Approach Informed by the Psychology of Media Consumption","Journal of Marketing Research",2019,"The authors propose a quantitative approach for describing entertainment products, in a way that allows for improving the predictive performance of consumer choice models for these products. Their approach is based on the media psychology literature, which suggests that people?s consumption of entertainment products is influenced by the psychological themes featured in these products. They classify psychological themes on the basis of the ?character strengths? taxonomy from the positive psychology literature (Peterson and Seligman 2004). They develop a natural language processing tool, guided latent Dirichlet allocation (LDA), that automatically extracts a set of features of entertainment products from their descriptions. Guided LDA is flexible enough to allow features to be informed by psychological themes while allowing other relevant dimensions to emerge. The authors apply this tool to movies and show that guided LDA features help better predict movie-watching behavior at the individual level. They find this result with both award-winning movies and blockbuster movies. They illustrate the potential of the proposed approach in pure content-based predictive models of consumer behavior, as well as in hybrid predictive models that combine content-based models with collaborative filtering. They also show that guided LDA can improve the performance of models that predict aggregate outcomes.","user-generated-content",0
"92","Large-Scale Cross-Category Analysis of Consumer Review Content on Sales Conversion Leveraging Deep Learning","Journal of Marketing Research",2019,"How consumers use review content has remained opaque due to the unstructured nature of text and the lack of review-reading behavior data. The authors overcome this challenge by applying deep learning?based natural language processing on data that tracks individual-level review reading, searching, and purchasing behaviors on an e-commerce site to investigate how consumers use review content. They extract quality and price content from 500,000 reviews of 600 product categories and achieve two objectives. First, the authors describe consumers? review-content-reading behaviors. Although consumers do not read review content all the time, they do rely on it for products that are expensive or of uncertain quality. Second, the authors quantify the causal impact of read-review content on sales by using supervised deep learning to tag six theory-driven content dimensions and applying a regression discontinuity in time design. They find that aesthetics and price content significantly increase conversion across almost all product categories. Review content has a higher impact on sales when the average rating is higher, ratings variance is lower, the market is more competitive or immature, or brand information is not accessible. A counterfactual simulation suggests that reordering reviews based on content can have the same effect as a 1.6% price cut for boosting conversion.","machine learning",0
